Price Mileage Cylinder Doors Cruise Sound Leather Buick Cadillac Chevy Pontiac Saab Saturn convertible coupe hatchback sedan wagon
14411.86 26986.00     4.00     2.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
13991.04 21020.00     4.00     2.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
15033.15 19455.00     4.00     2.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
14771.00 22255.00     4.00     2.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
13518.24 25981.00     4.00     2.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
13825.15 26034.00     4.00     2.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
16256.24 10555.00     4.00     2.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
13869.15 24349.00     4.00     2.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
16916.87  2879.00     4.00     2.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
13811.16 26236.00     4.00     2.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
11539.05 38958.00     4.00     2.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00
18566.07 24747.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
18856.02 22423.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19682.04 11554.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20318.89 17583.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17844.73 21121.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
18678.41 16496.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17768.06 28385.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13961.11 19602.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15077.18 13262.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13034.07 23976.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15604.15  5788.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15979.01  3946.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14841.92 12420.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16379.85  4188.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15709.05 22236.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15048.04 22964.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15295.02 27325.00     6.00     4.00     1.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16339.17 19832.00     6.00     4.00     1.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17542.04  9135.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16218.85 13196.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17314.10  8221.00     6.00     4.00     1.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21831.82 25564.00     6.00     4.00     1.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23420.71 18910.00     6.00     4.00     1.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
25098.63 10014.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23077.57 23798.00     6.00     4.00     1.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
22435.20 22287.00     6.00     4.00     1.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
25589.98  2308.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
46747.67 15343.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
51154.05  2202.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
42677.60 24052.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
43892.47 23371.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
44300.64 23751.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
40619.07 30082.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
44084.91 21367.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
30792.15 17870.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
29275.21 21056.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
30392.75 18449.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
30957.08 10625.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
30781.52 14937.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
33417.97  6598.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
28040.13 27484.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
31181.72 26222.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
33220.03 18661.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
32501.25 17508.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
32509.48 20910.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
31059.18 27544.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
31132.21 23124.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
35715.77  6447.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
36633.63 22042.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
38297.46 16754.00     6.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
42741.52  2846.00     6.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
40966.61  7476.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
32038.34 35326.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
37192.90 19100.00     6.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
34974.38 25796.00     6.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
44205.88 15104.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
42377.96 18581.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
48310.33   788.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
41516.43 23861.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
41671.58 20575.00     8.00     4.00     1.00     0.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
41053.48 25717.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
38208.50 31303.00     8.00     4.00     1.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13072.84 14311.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11539.05 24163.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11699.03 19816.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11574.17 21525.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12243.06 25014.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11671.86 25727.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14061.12  4922.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15553.21  7695.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
11581.91 36566.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13161.94 21145.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14077.97 17445.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15047.00 12305.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12981.95 20309.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14220.01 23069.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13159.82 22740.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12678.85 28683.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
13994.91 17270.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14194.82  9561.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14696.03  6709.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
14582.77  7115.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
12495.97 26204.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20021.20  1787.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15554.28 33357.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16644.09 22383.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
18835.19  8211.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17154.58 21567.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15951.81 26070.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16508.59 27460.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16646.77 20154.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17218.69 14579.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17089.92  8732.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
17463.05 11393.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15680.86 25956.00     6.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16752.51 18562.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15664.62 25787.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
18620.87 25516.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20452.67 10338.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20677.59 11204.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21383.07  7287.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19294.79 19539.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
18042.22 21702.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16216.98 35624.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15724.25 23989.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19822.12  1592.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15756.15 29325.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15979.01 21974.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16256.24 22637.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16041.69 27800.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19567.26  2189.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
15110.19  2392.00     4.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12036.22 19853.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12099.01 22758.00     4.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12284.29 24740.00     4.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
14203.00 11836.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
14116.92 12878.00     4.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12791.75 16163.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
14739.07  1737.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12965.22 29707.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12412.52 24664.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
10563.07 32458.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12333.60 21877.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12119.09 22826.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
11521.53 34998.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12105.98 28298.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12162.14 21770.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
13122.91 19101.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
13494.29 19500.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
13174.07 13318.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
13216.91 24069.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
12594.18 26328.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
11679.92 23388.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00
20830.99 19419.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21607.77 11069.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
22004.93 15516.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
19116.13 26252.00     6.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23197.44  2295.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20109.90 22891.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23102.02  5653.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
26781.81 12052.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
21536.74 37128.00     6.00     4.00     1.00     1.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
26190.27 17335.00     6.00     4.00     1.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
26060.34  9795.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23159.54 25869.00     6.00     4.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
26302.07 13050.00     6.00     4.00     1.00     1.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23348.02 24027.00     6.00     4.00     1.00     0.00     1.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
16706.67  9150.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00
16927.78  2973.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00
14909.05 23323.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00
16379.10  8754.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00
15622.12 23217.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00
17418.07  4463.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00
15821.95 14304.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00
23573.82 12466.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
21020.84 25550.00     6.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
23527.73 14948.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
20047.95 24665.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
22470.36 22626.00     6.00     2.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
20619.11 24067.00     6.00     2.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
21525.34 25020.00     6.00     2.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00
27714.05  5379.00     6.00     4.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
25948.96   636.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
22064.29 27384.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
23151.55 27940.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
20294.58 33892.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
22894.44 26272.00     6.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
24809.04 16111.00     6.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
10354.04 14521.00     4.00     4.00     0.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
10287.98 16521.00     4.00     4.00     1.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
10897.08  6699.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
 9789.04 22986.00     4.00     4.00     0.00     1.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
10106.02 14200.00     4.00     4.00     1.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
 9506.05 22169.00     4.00     4.00     0.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
 9220.83 29992.00     4.00     4.00     1.00     0.00     1.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00
 8769.00 35299.00     4.00     4.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
 8870.95 32914.00     4.00     4.00     1.00     1.00     0.00     0.00     0.00     1.00     0.00     0.00     0.00     0.00     0.00     0.00     1.00     0.00
